long,lat,order,group,size,type,region
-129.224352,74.009321,8,Arctic_North_35,3,Arctic,North Atlantic
-129.306308,74.812718,9,Arctic_North_35,3,Arctic,North Atlantic
-126.274748,76.640397,10,Arctic_North_35,3,Arctic,North Atlantic
-121.050022,78.569072,11,Arctic_North_35,3,Arctic,North Atlantic
-113.918785,80.486859,12,Arctic_North_35,3,Arctic,North Atlantic
-102.198222,82.327579,13,Arctic_North_35,3,Arctic,North Atlantic
-86.8158,83.643673,14,Arctic_North_35,3,Arctic,North Atlantic
-68.049774,84.350776,15,Arctic_North_35,3,Arctic,North Atlantic
-63.661955,84.04636,1,Arctic_North_36,3,Arctic,North Atlantic
-56.657729,83.355041,2,Arctic_North_36,3,Arctic,North Atlantic
-57.180094,82.508222,3,Arctic_North_36,3,Arctic,North Atlantic
-61.318919,81.892414,4,Arctic_North_36,3,Arctic,North Atlantic
-66.584209,80.758169,5,Arctic_North_36,3,Arctic,North Atlantic
-70.804419,79.421965,6,Arctic_North_36,3,Arctic,North Atlantic
-74.205274,78.201782,7,Arctic_North_36,3,Arctic,North Atlantic
-74.587998,76.752655,8,Arctic_North_36,3,Arctic,North Atlantic
-73.120149,75.735648,9,Arctic_North_36,3,Arctic,North Atlantic
-5.480331,77.175346,1,Arctic_North_37,3,Arctic,North Atlantic
-6.5867,76.191177,2,Arctic_North_37,3,Arctic,North Atlantic
-5.881456,75.25449,3,Arctic_North_37,3,Arctic,North Atlantic
-4.11342,74.295721,4,Arctic_North_37,3,Arctic,North Atlantic
-18.421372,69.83191,1,Arctic_North_38,5,Arctic,North Atlantic
-20.822444,68.934712,2,Arctic_North_38,5,Arctic,North Atlantic
-25.157712,68.031188,3,Arctic_North_38,5,Arctic,North Atlantic
-26.389545,66.926243,4,Arctic_North_38,5,Arctic,North Atlantic
-27.662519,65.938913,5,Arctic_North_38,5,Arctic,North Atlantic
-30.262365,65.398052,6,Arctic_North_38,5,Arctic,North Atlantic
-32.587122,65.26371,7,Arctic_North_38,5,Arctic,North Atlantic
-35.258947,64.359194,8,Arctic_North_38,5,Arctic,North Atlantic
-38.41137,63.053842,9,Arctic_North_38,5,Arctic,North Atlantic
-39.760308,62.22627,10,Arctic_North_38,5,Arctic,North Atlantic
-40.037788,61.976086,11,Arctic_North_38,5,Arctic,North Atlantic
-54.428514,63.970805,1,Arctic_North_39,3,Arctic,North Atlantic
-56.599841,63.958615,2,Arctic_North_39,3,Arctic,North Atlantic
-57.841362,63.77419,3,Arctic_North_39,3,Arctic,North Atlantic
-49.56705,48.706057,1,Arctic_North_40,3,Arctic,North Atlantic
-50.629801,47.293484,2,Arctic_North_40,3,Arctic,North Atlantic
-52.78279,45.645257,3,Arctic_North_40,3,Arctic,North Atlantic
-55.649076,44.381293,4,Arctic_North_40,3,Arctic,North Atlantic
-59.140678,43.365212,5,Arctic_North_40,3,Arctic,North Atlantic
-63.77152,42.07072,6,Arctic_North_40,3,Arctic,North Atlantic
-66.826868,40.428331,7,Arctic_North_40,3,Arctic,North Atlantic
-69.344223,39.510698,8,Arctic_North_40,3,Arctic,North Atlantic
-71.454416,38.481086,9,Arctic_North_40,3,Arctic,North Atlantic
-54.501926,64.360287,1,Arctic_North_41,3,Arctic,North Atlantic
-55.981652,65.886193,2,Arctic_North_41,3,Arctic,North Atlantic
-58.696295,67.783058,3,Arctic_North_41,3,Arctic,North Atlantic
-59.284291,69.462276,4,Arctic_North_41,3,Arctic,North Atlantic
-60.367104,71.16526,5,Arctic_North_41,3,Arctic,North Atlantic
-61.863022,72.711729,6,Arctic_North_41,3,Arctic,North Atlantic
-62.416248,73.098868,7,Arctic_North_41,3,Arctic,North Atlantic
-62.479548,73.153573,1,Arctic_North_42,3,Arctic,North Atlantic
-64.62629,74.692073,2,Arctic_North_42,3,Arctic,North Atlantic
-68.992498,75.305771,3,Arctic_North_42,3,Arctic,North Atlantic
-71.243179,75.409278,4,Arctic_North_42,3,Arctic,North Atlantic
-73.200269,75.340199,1,Arctic_North_43,4,Arctic,North Atlantic
-74.751074,74.989909,2,Arctic_North_43,4,Arctic,North Atlantic
-75.781561,74.228882,3,Arctic_North_43,4,Arctic,North Atlantic
-75.831627,73.305564,4,Arctic_North_43,4,Arctic,North Atlantic
-73.476865,72.528201,5,Arctic_North_43,4,Arctic,North Atlantic
-70.208465,71.80288,6,Arctic_North_43,4,Arctic,North Atlantic
-66.814637,70.844057,7,Arctic_North_43,4,Arctic,North Atlantic
-64.971513,69.821694,8,Arctic_North_43,4,Arctic,North Atlantic
-64.120197,68.876509,9,Arctic_North_43,4,Arctic,North Atlantic
-63.846979,68.231237,10,Arctic_North_43,4,Arctic,North Atlantic
-61.953266,67.631589,11,Arctic_North_43,4,Arctic,North Atlantic
-60.824977,67.023927,12,Arctic_North_43,4,Arctic,North Atlantic
-59.043318,65.94326,13,Arctic_North_43,4,Arctic,North Atlantic
-58.238914,64.766771,14,Arctic_North_43,4,Arctic,North Atlantic
-58.594536,64.351001,15,Arctic_North_43,4,Arctic,North Atlantic
-57.369675,56.183043,1,Arctic_North_44,4,Arctic,North Atlantic
-56.548079,55.578075,2,Arctic_North_44,4,Arctic,North Atlantic
-53.952404,55.006454,3,Arctic_North_44,4,Arctic,North Atlantic
-52.617178,54.209236,4,Arctic_North_44,4,Arctic,North Atlantic
-50.297598,51.842348,5,Arctic_North_44,4,Arctic,North Atlantic
-49.934083,50.837453,6,Arctic_North_44,4,Arctic,North Atlantic
-49.428313,49.074706,7,Arctic_North_44,4,Arctic,North Atlantic
-40.578437,61.401073,1,Arctic_North_45,4,Arctic,North Atlantic
-41.253067,60.720615,2,Arctic_North_45,4,Arctic,North Atlantic
-42.373712,59.584981,3,Arctic_North_45,4,Arctic,North Atlantic
-44.181157,58.960799,4,Arctic_North_45,4,Arctic,North Atlantic
-46.856847,59.488799,5,Arctic_North_45,4,Arctic,North Atlantic
-51.211284,61.679313,6,Arctic_North_45,4,Arctic,North Atlantic
-52.570922,63.014722,7,Arctic_North_45,4,Arctic,North Atlantic
-54.04088,63.932811,8,Arctic_North_45,4,Arctic,North Atlantic
-58.921291,63.56061,1,Arctic_North_46,4,Arctic,North Atlantic
-59.29983,63.27709,2,Arctic_North_46,4,Arctic,North Atlantic
-60.29727,62.619738,3,Arctic_North_46,4,Arctic,North Atlantic
-60.799802,62.126921,4,Arctic_North_46,4,Arctic,North Atlantic
-61.144606,61.389409,5,Arctic_North_46,4,Arctic,North Atlantic
-60.857549,60.29378,6,Arctic_North_46,4,Arctic,North Atlantic
-59.815885,58.931065,7,Arctic_North_46,4,Arctic,North Atlantic
-59.335137,57.770467,8,Arctic_North_46,4,Arctic,North Atlantic
-57.743198,56.458081,9,Arctic_North_46,4,Arctic,North Atlantic
-151.402513,72.511602,1,Arctic_North_47,5,Arctic,North Atlantic
-156.36155,73.228596,2,Arctic_North_47,5,Arctic,North Atlantic
-158.384391,73.996158,3,Arctic_North_47,5,Arctic,North Atlantic
-161.726789,75.517952,4,Arctic_North_47,5,Arctic,North Atlantic
-165.568328,76.936422,5,Arctic_North_47,5,Arctic,North Atlantic
-167.835792,77.741426,6,Arctic_North_47,5,Arctic,North Atlantic
-170.026042,78.71949,7,Arctic_North_47,5,Arctic,North Atlantic
-123.041623,79.894046,1,Arctic_North_48,5,Arctic,North Atlantic
-128.029092,77.805718,2,Arctic_North_48,5,Arctic,North Atlantic
-131.6156,75.662067,3,Arctic_North_48,5,Arctic,North Atlantic
-137.958184,73.926669,4,Arctic_North_48,5,Arctic,North Atlantic
-143.802797,72.707001,5,Arctic_North_48,5,Arctic,North Atlantic
-149.300058,72.432359,6,Arctic_North_48,5,Arctic,North Atlantic
-12.491204,83.157379,1,Arctic_North_49,5,Arctic,North Atlantic
-10.815582,82.799164,2,Arctic_North_49,5,Arctic,North Atlantic
-9.237922,82.313262,3,Arctic_North_49,5,Arctic,North Atlantic
-7.950013,81.490623,4,Arctic_North_49,5,Arctic,North Atlantic
-6.820867,80.89856,5,Arctic_North_49,5,Arctic,North Atlantic
-6.035564,80.407771,6,Arctic_North_49,5,Arctic,North Atlantic
-5.738348,79.992683,7,Arctic_North_49,5,Arctic,North Atlantic
-5.498171,79.537839,8,Arctic_North_49,5,Arctic,North Atlantic
-5.403426,79.139104,9,Arctic_North_49,5,Arctic,North Atlantic
-5.244292,78.702764,10,Arctic_North_49,5,Arctic,North Atlantic
-5.132011,78.405,11,Arctic_North_49,5,Arctic,North Atlantic
-5.183096,78.045325,12,Arctic_North_49,5,Arctic,North Atlantic
-5.308401,77.658653,13,Arctic_North_49,5,Arctic,North Atlantic
-5.782588,77.241554,14,Arctic_North_49,5,Arctic,North Atlantic
-6.479464,76.89769,15,Arctic_North_49,5,Arctic,North Atlantic
-7.338082,76.610499,16,Arctic_North_49,5,Arctic,North Atlantic
-13.590273,74.596379,17,Arctic_North_49,5,Arctic,North Atlantic
-16.805339,72.536031,18,Arctic_North_49,5,Arctic,North Atlantic
-18.41997,71.686625,19,Arctic_North_49,5,Arctic,North Atlantic
-18.987415,70.905584,20,Arctic_North_49,5,Arctic,North Atlantic
-18.552584,70.261285,21,Arctic_North_49,5,Arctic,North Atlantic
155.757677,74.132016,1,Arctic_North_50,3,Arctic,North Atlantic
158.837213,77.029986,2,Arctic_North_50,3,Arctic,North Atlantic
164.951535,80.976306,3,Arctic_North_50,3,Arctic,North Atlantic
164.471167,83.327148,4,Arctic_North_50,3,Arctic,North Atlantic
80.053391,78.067929,1,Arctic_North_51,3,Arctic,North Atlantic
80.806233,81.673976,2,Arctic_North_51,3,Arctic,North Atlantic
72.719318,84.033384,3,Arctic_North_51,3,Arctic,North Atlantic
68.263258,84.498927,4,Arctic_North_51,3,Arctic,North Atlantic
-174.641339,70.420228,1,Arctic_North_52,5,Arctic,North Atlantic
-176.392869,73.402342,2,Arctic_North_52,5,Arctic,North Atlantic
-179.400619,76.763296,3,Arctic_North_52,5,Arctic,North Atlantic
175.330708,81.960642,4,Arctic_North_52,5,Arctic,North Atlantic
165.44057,84.23658,5,Arctic_North_52,5,Arctic,North Atlantic
146.63556,87.684795,6,Arctic_North_52,5,Arctic,North Atlantic
-3.557059,86.336858,7,Arctic_North_52,5,Arctic,North Atlantic
-4.139528,83.595673,8,Arctic_North_52,5,Arctic,North Atlantic
-128.457457,74.274349,1,Arctic_North_53,3,Arctic,North Atlantic
-126.637258,74.829605,2,Arctic_North_53,3,Arctic,North Atlantic
-124.084591,75.026943,3,Arctic_North_53,3,Arctic,North Atlantic
-120.148195,74.982866,4,Arctic_North_53,3,Arctic,North Atlantic
-118.227928,74.798496,5,Arctic_North_53,3,Arctic,North Atlantic
-171.677043,79.304799,1,Arctic_North_54,5,Arctic,North Atlantic
-172.88331,79.670653,2,Arctic_North_54,5,Arctic,North Atlantic
-175.139812,80.607428,3,Arctic_North_54,5,Arctic,North Atlantic
-175.772397,81.392959,4,Arctic_North_54,5,Arctic,North Atlantic
-175.290786,82.268809,5,Arctic_North_54,5,Arctic,North Atlantic
-173.615149,82.969453,6,Arctic_North_54,5,Arctic,North Atlantic
-170.248128,83.4743,7,Arctic_North_54,5,Arctic,North Atlantic
-161.604596,84.399891,8,Arctic_North_54,5,Arctic,North Atlantic
-149.46725,84.87118,9,Arctic_North_54,5,Arctic,North Atlantic
-141.022351,84.922546,10,Arctic_North_54,5,Arctic,North Atlantic
-131.454151,84.659967,11,Arctic_North_54,5,Arctic,North Atlantic
-125.779147,84.306035,12,Arctic_North_54,5,Arctic,North Atlantic
-120.92305,83.605396,13,Arctic_North_54,5,Arctic,North Atlantic
-117.710424,82.875611,14,Arctic_North_54,5,Arctic,North Atlantic
-117.535004,81.978186,15,Arctic_North_54,5,Arctic,North Atlantic
-118.745437,81.252921,16,Arctic_North_54,5,Arctic,North Atlantic
-120.138552,80.659001,17,Arctic_North_54,5,Arctic,North Atlantic
-121.982542,80.149614,18,Arctic_North_54,5,Arctic,North Atlantic
